density,temperature,type,x,y,source
1.1,2900,rings,7.0,0.18181818181818182,Gen_Full
1.1,2900,rings,8.0,0.020202020202020204,Gen_Full
1.1,2900,rings,9.0,0.0,Gen_Full
1.1,2900,rings,10.0,0.030303030303030304,Gen_Full
1.1,2900,coordination,0.0,0.0,Gen_Full
1.1,2900,coordination,1.0,0.0,Gen_Full
1.1,2900,coordination,2.0,0.005,Gen_Full
1.1,2900,coordination,3.0,0.99,Gen_Full
1.1,2900,coordination,4.0,0.005,Gen_Full
1.1,3000,rings,4.0,0.0,Gen_Full
1.1,3000,rings,5.0,0.10101010101010101,Gen_Full
1.1,3000,rings,6.0,0.7070707070707071,Gen_Full
1.1,3000,rings,7.0,0.1111111111111111,Gen_Full
1.1,3000,rings,8.0,0.04040404040404041,Gen_Full
1.1,3000,rings,9.0,0.010101010101010102,Gen_Full
1.1,3000,rings,10.0,0.030303030303030304,Gen_Full
1.1,3000,coordination,0.0,0.0,Gen_Full
1.1,3000,coordination,1.0,0.0,Gen_Full
1.1,3000,coordination,2.0,0.01,Gen_Full
1.1,3000,coordination,3.0,0.99,Gen_Full
1.1,3100,rings,4.0,0.0,Gen_Full
1.1,3100,rings,5.0,0.08247422680412371,Gen_Full
1.1,3100,rings,6.0,0.6082474226804123,Gen_Full
1.1,3100,rings,7.0,0.25773195876288657,Gen_Full
1.1,3100,rings,8.0,0.020618556701030927,Gen_Full
1.1,3100,rings,9.0,0.010309278350515464,Gen_Full
1.1,3100,rings,10.0,0.020618556701030927,Gen_Full
1.1,3100,coordination,0.0,0.0,Gen_Full
1.1,3100,coordination,1.0,0.0,Gen_Full
1.1,3100,coordination,2.0,0.0,Gen_Full
1.1,3100,coordination,3.0,0.97,Gen_Full
1.1,3100,coordination,4.0,0.03,Gen_Full
1.1,3200,rings,4.0,0.0,Gen_Full
1.1,3200,rings,5.0,0.09900990099009901,Gen_Full
1.1,3200,rings,6.0,0.6039603960396039,Gen_Full
1.1,3200,rings,7.0,0.18811881188118812,Gen_Full
1.1,3200,rings,8.0,0.039603960396039604,Gen_Full
1.1,3200,rings,9.0,0.009900990099009901,Gen_Full
1.1,3200,rings,10.0,0.0594059405940594,Gen_Full
1.1,3200,coordination,0.0,0.0,Gen_Full
1.1,3200,coordination,1.0,0.0,Gen_Full
1.1,3200,coordination,2.0,0.015,Gen_Full
1.1,3200,coordination,3.0,0.97,Gen_Full
1.1,3200,coordination,4.0,0.015,Gen_Full
1.1,3300,rings,4.0,0.0,Gen_Full
1.1,3300,rings,5.0,0.08163265306122448,Gen_Full
1.1,3300,rings,6.0,0.6326530612244898,Gen_Full
1.1,3300,rings,7.0,0.1836734693877551,Gen_Full
1.1,3300,rings,8.0,0.04081632653061224,Gen_Full
1.1,3300,rings,9.0,0.030612244897959183,Gen_Full
1.1,3300,rings,10.0,0.030612244897959183,Gen_Full
1.1,3300,coordination,0.0,0.0,Gen_Full
1.1,3300,coordination,1.0,0.0,Gen_Full
1.1,3300,coordination,2.0,0.005,Gen_Full
1.1,3300,coordination,3.0,0.99,Gen_Full
1.1,3300,coordination,4.0,0.005,Gen_Full
1.1,3400,rings,4.0,0.0,Gen_Full
1.1,3400,rings,5.0,0.050505050505050504,Gen_Full
1.1,3400,rings,6.0,0.6565656565656566,Gen_Full
1.1,3400,rings,7.0,0.21212121212121213,Gen_Full
1.1,3400,rings,8.0,0.030303030303030304,Gen_Full
1.1,3400,rings,9.0,0.030303030303030304,Gen_Full
1.1,3400,rings,10.0,0.020202020202020204,Gen_Full
1.1,3400,coordination,0.0,0.0,Gen_Full
1.1,3400,coordination,1.0,0.0,Gen_Full
1.1,3400,coordination,2.0,0.01,Gen_Full
1.1,3400,coordination,3.0,0.96,Gen_Full
1.1,3400,coordination,4.0,0.03,Gen_Full
1.1,3500,rings,4.0,0.010309278350515464,Gen_Full
1.1,3500,rings,5.0,0.09278350515463918,Gen_Full
1.1,3500,rings,6.0,0.7731958762886598,Gen_Full
1.1,3500,rings,7.0,0.09278350515463918,Gen_Full
1.1,3500,rings,8.0,0.020618556701030927,Gen_Full
1.1,3500,rings,9.0,0.010309278350515464,Gen_Full
1.1,3500,rings,10.0,0.0,Gen_Full
1.1,3500,coordination,0.0,0.0,Gen_Full
1.1,3500,coordination,1.0,0.0,Gen_Full
1.1,3500,coordination,2.0,0.01,Gen_Full
1.1,3500,coordination,3.0,0.96,Gen_Full
1.1,3500,coordination,4.0,0.03,Gen_Full
1.1,3600,rings,4.0,0.0,Gen_Full
1.1,3600,rings,5.0,0.07291666666666667,Gen_Full
1.1,3600,rings,6.0,0.8229166666666666,Gen_Full
1.1,3600,rings,7.0,0.08333333333333333,Gen_Full
1.1,3600,rings,8.0,0.020833333333333332,Gen_Full
1.1,3600,rings,9.0,0.0,Gen_Full
1.1,3600,rings,10.0,0.0,Gen_Full
1.1,3600,coordination,0.0,0.0,Gen_Full
1.1,3600,coordination,1.0,0.0,Gen_Full
1.1,3600,coordination,2.0,0.01,Gen_Full
1.1,3600,coordination,3.0,0.97,Gen_Full
1.1,3600,coordination,4.0,0.02,Gen_Full
1.1,3700,rings,4.0,0.0,Gen_Full
1.1,3700,rings,5.0,0.125,Gen_Full
1.1,3700,rings,6.0,0.7708333333333334,Gen_Full
1.1,3700,rings,7.0,0.0625,Gen_Full
1.1,3700,rings,8.0,0.041666666666666664,Gen_Full
1.1,3700,rings,9.0,0.0,Gen_Full
1.1,3700,rings,10.0,0.0,Gen_Full
1.1,3700,coordination,0.0,0.0,Gen_Full
1.1,3700,coordination,1.0,0.0,Gen_Full
1.1,3700,coordination,2.0,0.03,Gen_Full
1.1,3700,coordination,3.0,0.97,Gen_Full
1.1,3800,rings,4.0,0.0,Gen_Full
1.1,3800,rings,5.0,0.10309278350515463,Gen_Full
1.1,3800,rings,6.0,0.6597938144329897,Gen_Full
1.1,3800,rings,7.0,0.18556701030927836,Gen_Full
1.1,3800,rings,8.0,0.020618556701030927,Gen_Full
1.1,3800,rings,9.0,0.010309278350515464,Gen_Full
1.1,3800,rings,10.0,0.020618556701030927,Gen_Full
1.1,3800,coordination,0.0,0.0,Gen_Full
1.1,3800,coordination,1.0,0.0,Gen_Full
1.1,3800,coordination,2.0,0.015,Gen_Full
1.1,3800,coordination,3.0,0.98,Gen_Full
1.1,3800,coordination,4.0,0.005,Gen_Full
1.1,3900,rings,4.0,0.0,Gen_Full
1.1,3900,rings,5.0,0.10101010101010101,Gen_Full
1.1,3900,rings,6.0,0.696969696969697,Gen_Full
1.1,3900,rings,7.0,0.1414141414141414,Gen_Full
1.1,3900,rings,8.0,0.020202020202020204,Gen_Full
1.1,3900,rings,9.0,0.020202020202020204,Gen_Full
1.1,3900,rings,10.0,0.020202020202020204,Gen_Full
1.1,3900,coordination,0.0,0.0,Gen_Full
1.1,3900,coordination,1.0,0.0,Gen_Full
1.1,3900,coordination,2.0,0.015,Gen_Full
1.1,3900,coordination,3.0,0.98,Gen_Full
1.1,3900,coordination,4.0,0.005,Gen_Full
1.1,4000,rings,4.0,0.0,Gen_Full
1.1,4000,rings,5.0,0.09375,Gen_Full
1.1,4000,rings,6.0,0.75,Gen_Full
1.1,4000,rings,7.0,0.10416666666666667,Gen_Full
1.1,4000,rings,8.0,0.041666666666666664,Gen_Full
1.1,4000,rings,9.0,0.0,Gen_Full
1.1,4000,rings,10.0,0.010416666666666666,Gen_Full
1.1,4000,coordination,0.0,0.0,Gen_Full
1.1,4000,coordination,1.0,0.0,Gen_Full
1.1,4000,coordination,2.0,0.03,Gen_Full
1.1,4000,coordination,3.0,0.96,Gen_Full
1.1,4000,coordination,4.0,0.01,Gen_Full
1.2,2000,rings,4.0,0.0,Gen_Full
1.2,2000,rings,5.0,0.17346938775510204,Gen_Full
1.2,2000,rings,6.0,0.6326530612244898,Gen_Full
1.2,2000,rings,7.0,0.17346938775510204,Gen_Full
1.2,2000,rings,8.0,0.01020408163265306,Gen_Full
1.2,2000,rings,9.0,0.0,Gen_Full
1.2,2000,rings,10.0,0.01020408163265306,Gen_Full
1.2,2000,coordination,0.0,0.0,Gen_Full
1.2,2000,coordination,1.0,0.0,Gen_Full
1.2,2000,coordination,2.0,0.005,Gen_Full
1.2,2000,coordination,3.0,0.99,Gen_Full
1.2,2000,coordination,4.0,0.005,Gen_Full
1.2,2100,rings,4.0,0.01020408163265306,Gen_Full
1.2,2100,rings,5.0,0.1326530612244898,Gen_Full
1.2,2100,rings,6.0,0.6938775510204082,Gen_Full
1.2,2100,rings,7.0,0.11224489795918367,Gen_Full
1.2,2100,rings,8.0,0.05102040816326531,Gen_Full
1.2,2100,rings,9.0,0.0,Gen_Full
1.2,2100,rings,10.0,0.0,Gen_Full
1.2,2100,coordination,0.0,0.0,Gen_Full
1.2,2100,coordination,1.0,0.0,Gen_Full
1.2,2100,coordination,2.0,0.0,Gen_Full
1.2,2100,coordination,3.0,0.99,Gen_Full
1.2,2100,coordination,4.0,0.01,Gen_Full
1.2,2200,rings,4.0,0.0,Gen_Full
1.2,2200,rings,5.0,0.14444444444444443,Gen_Full
1.2,2200,rings,6.0,0.7,Gen_Full
1.2,2200,rings,7.0,0.13333333333333333,Gen_Full
1.2,2200,rings,8.0,0.011111111111111112,Gen_Full
1.2,2200,rings,9.0,0.011111111111111112,Gen_Full
1.2,2200,rings,10.0,0.0,Gen_Full
1.2,2200,coordination,0.0,0.0,Gen_Full
1.2,2200,coordination,1.0,0.0,Gen_Full
1.2,2200,coordination,2.0,0.1,Gen_Full
1.2,2200,coordination,3.0,0.9,Gen_Full
1.2,2300,rings,4.0,0.0,Gen_Full
1.2,2300,rings,5.0,0.12371134020618557,Gen_Full
1.2,2300,rings,6.0,0.7525773195876289,Gen_Full
1.2,2300,rings,7.0,0.12371134020618557,Gen_Full
1.2,2300,rings,8.0,0.0,Gen_Full
1.2,2300,rings,9.0,0.0,Gen_Full
1.2,2300,rings,10.0,0.0,Gen_Full
1.2,2300,coordination,0.0,0.0,Gen_Full
1.2,2300,coordination,1.0,0.005,Gen_Full
1.2,2300,coordination,2.0,0.015,Gen_Full
1.2,2300,coordination,3.0,0.945,Gen_Full
1.2,2300,coordination,4.0,0.035,Gen_Full
1.2,2400,rings,4.0,0.0,Gen_Full
1.2,2400,rings,5.0,0.13541666666666666,Gen_Full
1.2,2400,rings,6.0,0.6979166666666666,Gen_Full
1.2,2400,rings,7.0,0.15625,Gen_Full
1.2,2400,rings,8.0,0.010416666666666666,Gen_Full
1.2,2400,rings,9.0,0.0,Gen_Full
1.2,2400,rings,10.0,0.0,Gen_Full
1.2,2400,coordination,0.0,0.0,Gen_Full
1.2,2400,coordination,1.0,0.005,Gen_Full
1.2,2400,coordination,2.0,0.03,Gen_Full
1.2,2400,coordination,3.0,0.955,Gen_Full
1.2,2400,coordination,4.0,0.01,Gen_Full
1.2,2500,rings,4.0,0.0,Gen_Full
1.2,2500,rings,5.0,0.07368421052631578,Gen_Full
1.2,2500,rings,6.0,0.8210526315789474,Gen_Full
1.2,2500,rings,7.0,0.09473684210526316,Gen_Full
1.2,2500,rings,8.0,0.010526315789473684,Gen_Full
1.2,2500,rings,9.0,0.0,Gen_Full
1.2,2500,rings,10.0,0.0,Gen_Full
1.2,2500,coordination,0.0,0.0,Gen_Full
1.2,2500,coordination,1.0,0.005,Gen_Full
1.2,2500,coordination,2.0,0.04,Gen_Full
1.2,2500,coordination,3.0,0.955,Gen_Full
1.2,2600,rings,4.0,0.0,Gen_Full
1.2,2600,rings,5.0,0.15789473684210525,Gen_Full
1.2,2600,rings,6.0,0.6421052631578947,Gen_Full
1.2,2600,rings,7.0,0.1368421052631579,Gen_Full
1.2,2600,rings,8.0,0.031578947368421054,Gen_Full
1.2,2600,rings,9.0,0.031578947368421054,Gen_Full
1.2,2600,rings,10.0,0.0,Gen_Full
1.2,2600,coordination,0.0,0.0,Gen_Full
1.2,2600,coordination,1.0,0.0,Gen_Full
1.2,2600,coordination,2.0,0.03,Gen_Full
1.2,2600,coordination,3.0,0.95,Gen_Full
1.2,2600,coordination,4.0,0.02,Gen_Full
1.2,2700,rings,4.0,0.0,Gen_Full
1.2,2700,rings,5.0,0.07446808510638298,Gen_Full
1.2,2700,rings,6.0,0.8297872340425532,Gen_Full
1.2,2700,rings,7.0,0.0851063829787234,Gen_Full
1.2,2700,rings,8.0,0.010638297872340425,Gen_Full
1.2,2700,rings,9.0,0.0,Gen_Full
1.2,2700,rings,10.0,0.0,Gen_Full
1.2,2700,coordination,0.0,0.0,Gen_Full
1.2,2700,coordination,1.0,0.0,Gen_Full
1.2,2700,coordination,2.0,0.045,Gen_Full
1.2,2700,coordination,3.0,0.95,Gen_Full
1.2,2700,coordination,4.0,0.005,Gen_Full
1.2,2800,rings,4.0,0.0,Gen_Full
1.2,2800,rings,5.0,0.043010752688172046,Gen_Full
1.2,2800,rings,6.0,0.8494623655913979,Gen_Full
1.2,2800,rings,7.0,0.0967741935483871,Gen_Full
1.2,2800,rings,8.0,0.010752688172043012,Gen_Full
1.2,2800,rings,9.0,0.0,Gen_Full
1.2,2800,rings,10.0,0.0,Gen_Full
1.2,2800,coordination,0.0,0.0,Gen_Full
1.2,2800,coordination,1.0,0.0,Gen_Full
1.2,2800,coordination,2.0,0.05,Gen_Full
1.2,2800,coordination,3.0,0.93,Gen_Full
1.2,2800,coordination,4.0,0.02,Gen_Full
1.2,2900,rings,4.0,0.0,Gen_Full
1.2,2900,rings,5.0,0.053763440860215055,Gen_Full
1.2,2900,rings,6.0,0.8602150537634409,Gen_Full
1.2,2900,rings,7.0,0.07526881720430108,Gen_Full
1.2,2900,rings,8.0,0.010752688172043012,Gen_Full
1.2,2900,rings,9.0,0.0,Gen_Full
1.2,2900,rings,10.0,0.0,Gen_Full
1.2,2900,coordination,0.0,0.0,Gen_Full
1.2,2900,coordination,1.0,0.0,Gen_Full
1.2,2900,coordination,2.0,0.05,Gen_Full
1.2,2900,coordination,3.0,0.95,Gen_Full
1.2,3000,rings,4.0,0.0,Gen_Full
1.2,3000,rings,5.0,0.09090909090909091,Gen_Full
1.2,3000,rings,6.0,0.8068181818181818,Gen_Full
1.2,3000,rings,7.0,0.056818181818181816,Gen_Full
1.2,3000,rings,8.0,0.045454545454545456,Gen_Full
1.2,3000,rings,9.0,0.0,Gen_Full
1.2,3000,rings,10.0,0.0,Gen_Full
1.2,3000,coordination,0.0,0.0,Gen_Full
1.2,3000,coordination,1.0,0.0,Gen_Full
1.2,3000,coordination,2.0,0.105,Gen_Full
1.2,3000,coordination,3.0,0.89,Gen_Full
1.2,3000,coordination,4.0,0.005,Gen_Full
1.2,3100,rings,4.0,0.0,Gen_Full
1.2,3100,rings,5.0,0.021739130434782608,Gen_Full
1.2,3100,rings,6.0,0.9130434782608695,Gen_Full
1.2,3100,rings,7.0,0.06521739130434782,Gen_Full
1.2,3100,rings,8.0,0.0,Gen_Full
1.2,3100,rings,9.0,0.0,Gen_Full
1.2,3100,rings,10.0,0.0,Gen_Full
1.2,3100,coordination,0.0,0.0,Gen_Full
1.2,3100,coordination,1.0,0.0,Gen_Full
1.2,3100,coordination,2.0,0.07,Gen_Full
1.2,3100,coordination,3.0,0.92,Gen_Full
1.2,3100,coordination,4.0,0.01,Gen_Full
1.2,3200,rings,4.0,0.0,Gen_Full
1.2,3200,rings,5.0,0.06593406593406594,Gen_Full
1.2,3200,rings,6.0,0.8351648351648352,Gen_Full
1.2,3200,rings,7.0,0.08791208791208792,Gen_Full
1.2,3200,rings,8.0,0.01098901098901099,Gen_Full
1.2,3200,rings,9.0,0.0,Gen_Full
1.2,3200,rings,10.0,0.0,Gen_Full
1.2,3200,coordination,0.0,0.0,Gen_Full
1.2,3200,coordination,1.0,0.0,Gen_Full
1.2,3200,coordination,2.0,0.06,Gen_Full
1.2,3200,coordination,3.0,0.93,Gen_Full
1.2,3200,coordination,4.0,0.01,Gen_Full
1.2,3300,rings,4.0,0.0,Gen_Full
1.2,3300,rings,5.0,0.06315789473684211,Gen_Full
1.2,3300,rings,6.0,0.8631578947368421,Gen_Full
1.2,3300,rings,7.0,0.06315789473684211,Gen_Full
1.2,3300,rings,8.0,0.010526315789473684,Gen_Full
1.2,3300,rings,9.0,0.0,Gen_Full
1.2,3300,rings,10.0,0.0,Gen_Full
1.2,3300,coordination,0.0,0.0,Gen_Full
1.2,3300,coordination,1.0,0.0,Gen_Full
1.2,3300,coordination,2.0,0.03,Gen_Full
1.2,3300,coordination,3.0,0.96,Gen_Full
1.2,3300,coordination,4.0,0.01,Gen_Full
1.2,3400,rings,4.0,0.0,Gen_Full
1.2,3400,rings,5.0,0.10416666666666667,Gen_Full
1.2,3400,rings,6.0,0.7708333333333334,Gen_Full
1.2,3400,rings,7.0,0.08333333333333333,Gen_Full
1.2,3400,rings,8.0,0.041666666666666664,Gen_Full
1.2,3400,rings,9.0,0.0,Gen_Full
1.2,3400,rings,10.0,0.0,Gen_Full
1.2,3400,coordination,0.0,0.0,Gen_Full
1.2,3400,coordination,1.0,0.0,Gen_Full
1.2,3400,coordination,2.0,0.01,Gen_Full
1.2,3400,coordination,3.0,0.98,Gen_Full
1.2,3400,coordination,4.0,0.01,Gen_Full
1.2,3500,rings,4.0,0.0,Gen_Full
1.2,3500,rings,5.0,0.053763440860215055,Gen_Full
1.2,3500,rings,6.0,0.8494623655913979,Gen_Full
1.2,3500,rings,7.0,0.08602150537634409,Gen_Full
1.2,3500,rings,8.0,0.010752688172043012,Gen_Full
1.2,3500,rings,9.0,0.0,Gen_Full
1.2,3500,rings,10.0,0.0,Gen_Full
1.2,3500,coordination,0.0,0.0,Gen_Full
1.2,3500,coordination,1.0,0.0,Gen_Full
1.2,3500,coordination,2.0,0.055,Gen_Full
1.2,3500,coordination,3.0,0.94,Gen_Full
1.2,3500,coordination,4.0,0.005,Gen_Full
1.2,3600,rings,4.0,0.0,Gen_Full
1.2,3600,rings,5.0,0.07291666666666667,Gen_Full
1.2,3600,rings,6.0,0.84375,Gen_Full
1.2,3600,rings,7.0,0.07291666666666667,Gen_Full
1.2,3600,rings,8.0,0.010416666666666666,Gen_Full
1.2,3600,rings,9.0,0.0,Gen_Full
1.2,3600,rings,10.0,0.0,Gen_Full
1.2,3600,coordination,0.0,0.0,Gen_Full
1.2,3600,coordination,1.0,0.005,Gen_Full
1.2,3600,coordination,2.0,0.02,Gen_Full
1.2,3600,coordination,3.0,0.965,Gen_Full
1.2,3600,coordination,4.0,0.01,Gen_Full
1.2,3700,rings,4.0,0.0,Gen_Full
1.2,3700,rings,5.0,0.08791208791208792,Gen_Full
1.2,3700,rings,6.0,0.7692307692307693,Gen_Full
1.2,3700,rings,7.0,0.08791208791208792,Gen_Full
1.2,3700,rings,8.0,0.054945054945054944,Gen_Full
1.2,3700,rings,9.0,0.0,Gen_Full
1.2,3700,rings,10.0,0.0,Gen_Full
1.2,3700,coordination,0.0,0.0,Gen_Full
1.2,3700,coordination,1.0,0.0,Gen_Full
1.2,3700,coordination,2.0,0.07,Gen_Full
1.2,3700,coordination,3.0,0.91,Gen_Full
1.2,3700,coordination,4.0,0.02,Gen_Full
1.2,3800,rings,4.0,0.0,Gen_Full
1.2,3800,rings,5.0,0.0425531914893617,Gen_Full
1.2,3800,rings,6.0,0.8404255319148937,Gen_Full
1.2,3800,rings,7.0,0.09574468085106383,Gen_Full
1.2,3800,rings,8.0,0.02127659574468085,Gen_Full
1.2,3800,rings,9.0,0.0,Gen_Full
1.2,3800,rings,10.0,0.0,Gen_Full
1.2,3800,coordination,0.0,0.0,Gen_Full
1.2,3800,coordination,1.0,0.005,Gen_Full
1.2,3800,coordination,2.0,0.035,Gen_Full
1.2,3800,coordination,3.0,0.945,Gen_Full
1.2,3800,coordination,4.0,0.015,Gen_Full
1.2,3900,rings,4.0,0.010752688172043012,Gen_Full
1.2,3900,rings,5.0,0.053763440860215055,Gen_Full
1.2,3900,rings,6.0,0.8494623655913979,Gen_Full
1.2,3900,rings,7.0,0.021505376344086023,Gen_Full
1.2,3900,rings,8.0,0.06451612903225806,Gen_Full
1.2,3900,rings,9.0,0.0,Gen_Full
1.2,3900,rings,10.0,0.0,Gen_Full
1.2,3900,coordination,0.0,0.0,Gen_Full
1.2,3900,coordination,1.0,0.0,Gen_Full
1.2,3900,coordination,2.0,0.04,Gen_Full
1.2,3900,coordination,3.0,0.95,Gen_Full
1.2,3900,coordination,4.0,0.01,Gen_Full
1.2,4000,rings,4.0,0.0,Gen_Full
1.2,4000,rings,5.0,0.07526881720430108,Gen_Full
1.2,4000,rings,6.0,0.8709677419354839,Gen_Full
1.2,4000,rings,7.0,0.043010752688172046,Gen_Full
1.2,4000,rings,8.0,0.010752688172043012,Gen_Full
1.2,4000,rings,9.0,0.0,Gen_Full
1.2,4000,rings,10.0,0.0,Gen_Full
1.2,4000,coordination,0.0,0.0,Gen_Full
1.2,4000,coordination,1.0,0.0,Gen_Full
1.2,4000,coordination,2.0,0.05,Gen_Full
1.2,4000,coordination,3.0,0.95,Gen_Full
1.3,2000,rings,4.0,0.009708737864077669,Gen_Full
1.3,2000,rings,5.0,0.07766990291262135,Gen_Full
1.3,2000,rings,6.0,0.7766990291262136,Gen_Full
1.3,2000,rings,7.0,0.06796116504854369,Gen_Full
1.3,2000,rings,8.0,0.02912621359223301,Gen_Full
1.3,2000,rings,9.0,0.019417475728155338,Gen_Full
1.3,2000,rings,10.0,0.019417475728155338,Gen_Full
1.3,2000,coordination,0.0,0.0,Gen_Full
1.3,2000,coordination,1.0,0.0,Gen_Full
1.3,2000,coordination,2.0,0.005,Gen_Full
1.3,2000,coordination,3.0,0.99,Gen_Full
1.3,2000,coordination,4.0,0.005,Gen_Full
1.3,2100,rings,4.0,0.0,Gen_Full
1.3,2100,rings,5.0,0.10101010101010101,Gen_Full
1.3,2100,rings,6.0,0.7575757575757576,Gen_Full
1.3,2100,rings,7.0,0.1111111111111111,Gen_Full
1.3,2100,rings,8.0,0.020202020202020204,Gen_Full
1.3,2100,rings,9.0,0.0,Gen_Full
1.3,2100,rings,10.0,0.010101010101010102,Gen_Full
1.3,2100,coordination,0.0,0.0,Gen_Full
1.3,2100,coordination,1.0,0.0,Gen_Full
1.3,2100,coordination,2.0,0.01,Gen_Full
1.3,2100,coordination,3.0,0.97,Gen_Full
1.3,2100,coordination,4.0,0.02,Gen_Full
1.3,2200,rings,4.0,0.0,Gen_Full
1.3,2200,rings,5.0,0.17647058823529413,Gen_Full
1.3,2200,rings,6.0,0.5980392156862745,Gen_Full
1.3,2200,rings,7.0,0.17647058823529413,Gen_Full
1.3,2200,rings,8.0,0.0196078431372549,Gen_Full
1.3,2200,rings,9.0,0.0196078431372549,Gen_Full
1.3,2200,rings,10.0,0.00980392156862745,Gen_Full
1.3,2200,coordination,0.0,0.0,Gen_Full
1.3,2200,coordination,1.0,0.0,Gen_Full
1.3,2200,coordination,2.0,0.01,Gen_Full
1.3,2200,coordination,3.0,0.99,Gen_Full
1.3,2300,rings,4.0,0.0,Gen_Full
1.3,2300,rings,5.0,0.1782178217821782,Gen_Full
1.3,2300,rings,6.0,0.6039603960396039,Gen_Full
1.3,2300,rings,7.0,0.16831683168316833,Gen_Full
1.3,2300,rings,8.0,0.019801980198019802,Gen_Full
1.3,2300,rings,9.0,0.019801980198019802,Gen_Full
1.3,2300,rings,10.0,0.009900990099009901,Gen_Full
1.3,2300,coordination,0.0,0.0,Gen_Full
1.3,2300,coordination,1.0,0.0,Gen_Full
1.3,2300,coordination,2.0,0.01,Gen_Full
1.3,2300,coordination,3.0,0.97,Gen_Full
1.3,2300,coordination,4.0,0.02,Gen_Full
1.3,2400,rings,4.0,0.0,Gen_Full
1.3,2400,rings,5.0,0.10526315789473684,Gen_Full
1.3,2400,rings,6.0,0.4473684210526316,Gen_Full
1.3,2400,rings,7.0,0.2894736842105263,Gen_Full
1.3,2400,rings,8.0,0.11842105263157894,Gen_Full
1.3,2400,rings,9.0,0.02631578947368421,Gen_Full
1.3,2400,rings,10.0,0.013157894736842105,Gen_Full
1.3,2400,coordination,0.0,0.0,Gen_Full
1.3,2400,coordination,1.0,0.01,Gen_Full
1.3,2400,coordination,2.0,0.105,Gen_Full
1.3,2400,coordination,3.0,0.72,Gen_Full
1.3,2400,coordination,4.0,0.145,Gen_Full
1.3,2400,coordination,5.0,0.02,Gen_Full
1.3,2500,rings,4.0,0.011363636363636364,Gen_Full
1.3,2500,rings,5.0,0.09090909090909091,Gen_Full
1.3,2500,rings,6.0,0.48863636363636365,Gen_Full
1.3,2500,rings,7.0,0.3068181818181818,Gen_Full
1.3,2500,rings,8.0,0.03409090909090909,Gen_Full
1.3,2500,rings,9.0,0.045454545454545456,Gen_Full
1.3,2500,rings,10.0,0.022727272727272728,Gen_Full
1.3,2500,coordination,0.0,0.0,Gen_Full
1.3,2500,coordination,1.0,0.0,Gen_Full
1.3,2500,coordination,2.0,0.06,Gen_Full
1.3,2500,coordination,3.0,0.715,Gen_Full
1.3,2500,coordination,4.0,0.2,Gen_Full
1.3,2500,coordination,5.0,0.025,Gen_Full
1.3,2600,rings,4.0,0.0,Gen_Full
1.3,2600,rings,5.0,0.15384615384615385,Gen_Full
1.3,2600,rings,6.0,0.6703296703296703,Gen_Full
1.3,2600,rings,7.0,0.14285714285714285,Gen_Full
1.3,2600,rings,8.0,0.02197802197802198,Gen_Full
1.3,2600,rings,9.0,0.01098901098901099,Gen_Full
1.3,2600,rings,10.0,0.0,Gen_Full
1.3,2600,coordination,0.0,0.0,Gen_Full
1.3,2600,coordination,1.0,0.0,Gen_Full
1.3,2600,coordination,2.0,0.035,Gen_Full
1.3,2600,coordination,3.0,0.96,Gen_Full
1.3,2600,coordination,4.0,0.005,Gen_Full
1.3,2700,rings,4.0,0.0,Gen_Full
1.3,2700,rings,5.0,0.21739130434782608,Gen_Full
1.3,2700,rings,6.0,0.5217391304347826,Gen_Full
1.3,2700,rings,7.0,0.22826086956521738,Gen_Full
1.3,2700,rings,8.0,0.03260869565217391,Gen_Full
1.3,2700,rings,9.0,0.0,Gen_Full
1.3,2700,rings,10.0,0.0,Gen_Full
1.3,2700,coordination,0.0,0.0,Gen_Full
1.3,2700,coordination,1.0,0.005,Gen_Full
1.3,2700,coordination,2.0,0.025,Gen_Full
1.3,2700,coordination,3.0,0.94,Gen_Full
1.3,2700,coordination,4.0,0.025,Gen_Full
1.3,2700,coordination,5.0,0.005,Gen_Full
1.3,2800,rings,4.0,0.0,Gen_Full
1.3,2800,rings,5.0,0.07608695652173914,Gen_Full
1.3,2800,rings,6.0,0.8043478260869565,Gen_Full
1.3,2800,rings,7.0,0.10869565217391304,Gen_Full
1.3,2800,rings,8.0,0.010869565217391304,Gen_Full
1.3,2800,rings,9.0,0.0,Gen_Full
1.3,2800,rings,10.0,0.0,Gen_Full
1.3,2800,coordination,0.0,0.0,Gen_Full
1.3,2800,coordination,1.0,0.0,Gen_Full
1.3,2800,coordination,2.0,0.075,Gen_Full
1.3,2800,coordination,3.0,0.91,Gen_Full
1.3,2800,coordination,4.0,0.015,Gen_Full
1.3,2900,rings,4.0,0.0,Gen_Full
1.3,2900,rings,5.0,0.10416666666666667,Gen_Full
1.3,2900,rings,6.0,0.75,Gen_Full
1.3,2900,rings,7.0,0.13541666666666666,Gen_Full
1.3,2900,rings,8.0,0.010416666666666666,Gen_Full
1.3,2900,rings,9.0,0.0,Gen_Full
1.3,2900,rings,10.0,0.0,Gen_Full
1.3,2900,coordination,0.0,0.0,Gen_Full
1.3,2900,coordination,1.0,0.005,Gen_Full
1.3,2900,coordination,2.0,0.025,Gen_Full
1.3,2900,coordination,3.0,0.955,Gen_Full
1.3,2900,coordination,4.0,0.015,Gen_Full
1.3,3000,rings,4.0,0.0,Gen_Full
1.3,3000,rings,5.0,0.043478260869565216,Gen_Full
